"","state","plant_name","cen_tract_id","region_meta","year","status","community_ownership","source","median_age","protesters_mean","letters_use","courts_use","legislation_use","is_anti_wind","longitude","latitude","gop_per","med_inc","white_perc","his_lat_perc","black_perc","pop_den","total_mw","n_turbs","turb_ht"
"407","NE","crofton bluffs wind llc",31107976400,"Midwest",2012,"Operating",0,"operational",42,NA,NA,NA,NA,0,-97.58,42.698333,0.7892503536,39118,0.74415626,0.02753762408,0.001280819725,7.646074031,42,22,262.4
"408","IA","crosswind energy project",19041080100,"Midwest",2007,"Operating",1,"operational",45.8,NA,NA,NA,NA,0,-94.9228,43.0475,0.7269372694,56190,0.9781976744,0.01308139535,0.0009689922481,7.406131503,21,10,262.4
"409","MN","danielson wind farms llc",27093560600,"Midwest",2011,"Operating",0,"operational",41.3,NA,NA,NA,NA,0,-94.752222,45.071667,0.6307692308,47961,0.9687181231,0.02040122407,0.002380142809,17.64556423,20,12,262.4
"410","MA","dept of corrections ncci wind",25027707500,"Northeast",2013,"Operating",0,"operational",42.3,NA,NA,NA,NA,0,-71.944722,42.572222,0.5058275058,61279,0.8209130581,0.09264853978,0.04817052702,553.2302118,3.3,2,262.4
"411","ID","desert meadow windfarm",16039960100,"West",2012,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.452025,43.056622,0.6982167353,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,23,10,262.4
"412","CO","doe golden nwtc turbine side",8059060500,"West",2010,"Operating",0,"operational",36.4,NA,NA,NA,NA,0,-105.2153,39.9139,0.4621848739,83710,0.8368811881,0.0900990099,0.01089108911,177.189518,8.8,4,262.4
"413","NY","dutch hill wind project",36101960300,"Northeast",2009,"Operating",0,"operational",41.4,NA,0,0,0,0,-77.4967,42.5456,0.7332382311,49028,0.9703240922,0.01249511909,0.001952362358,45.66477724,37.5,15,262.4
"414","TX","ec&r panther creek wind farm i",48227950900,"South",2008,"Operating",0,"operational",45.6,NA,NA,NA,NA,0,-101.451385,32.100823,0.835443038,73254,0.8409281521,0.1333519709,0.003354766564,11.19777329,142.5,95,262.4
"415","TX","ec&r panther creek wind farm ii",48173950100,"South",2008,"Operating",0,"operational",38.2,NA,NA,NA,NA,0,-101.2983,31.9361,0.9534883721,61184,0.6729200653,0.308319739,0.01223491028,1.361892803,115.5,77,262.4
"416","TX","ec&r panther creek wind farm iii",48431950100,"South",2009,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-101.1167,31.9925,0.8630136986,41548,0.6412948381,0.3193350831,0.0113735783,1.23774798,199.5,133,262.4
"417","TX","ec&r papalote creek i llc",48409010700,"South",2009,"Operating",0,"operational",34.5,NA,NA,NA,NA,0,-97.4586,27.9386,0.7166591828,73179,0.5326235326,0.4234234234,0.01446901447,14.78886992,180,109,262.4
"418","TX","ec&r papalote creek ii llc",48409010700,"South",2010,"Operating",0,"operational",34.5,NA,NA,NA,NA,0,-97.2967,27.9958,0.53894081,73179,0.5326235326,0.4234234234,0.01446901447,14.78886992,200.1,109,262.4
"419","IA","eclipse wind farm",19077950200,"Midwest",2012,"Operating",0,"operational",44.5,NA,0,0,0,0,-94.685004,41.554651,0.6367924528,47245,0.9716775599,0.009150326797,0.00174291939,7.890083979,200.1,87,262.4
"420","IL","ecogrove wind llc",17177000300,"Midwest",2009,"Operating",0,"operational",42.5,14,0,15,3,1,-89.878428,42.451481,0.7053571429,44225,0.9722085588,0.01574028529,0.001967535662,60.05102758,100.5,67,262.4
"421","CA","edom hills project 1 llc",6065044520,"West",2008,"Operating",0,"operational",54.6,NA,NA,NA,NA,0,-116.460278,33.881667,0.4996957081,42188,0.6320422535,0.3192488263,0.008215962441,31.82112209,20,8,262.4
"422","OK","elk city llc",40129960000,"South",2009,"Operating",0,"operational",41.3,NA,NA,NA,NA,0,-99.8983,35.4642,0.9011627907,48917,0.8730463395,0.0452426652,0.003564573622,3.195938547,98.9,43,262.4
"423","NE","elkhorn ridge wind llc",31107976400,"Midwest",2009,"Operating",0,"operational",42,150,0,2,0,1,-97.6189,42.6978,0.7943368107,39118,0.74415626,0.02753762408,0.001280819725,7.646074031,81,27,262.4
"424","MN","elm creek wind ii llc",27063480100,"Midwest",2010,"Operating",0,"operational",46.7,NA,0,0,0,0,-94.8799,43.6848,0.6476190476,54375,0.9775922671,0.01054481547,0,6.672908015,148.8,62,262.4
"425","KS","ensign wind llc",20069962700,"Midwest",2012,"Operating",0,"operational",34.9,NA,NA,NA,NA,0,-100.278666,37.614473,0.7394366197,53832,0.8848993289,0.1010067114,0.003355704698,5.178545342,98.9,43,262.4
"426","MN","eolos wind energy research field station",27037061003,"Midwest",2011,"Operating",1,"operational",46.7,NA,NA,NA,NA,0,-93.048056,44.728333,0.4890025575,104063,0.9375470278,0.02106847254,0.0007524454477,49.56502268,2.5,1,262.4
"427","TX","exc wind 4",48195950100,"South",2008,"Operating",1,"operational",37.2,NA,NA,NA,NA,0,-101.3864,36.4144,0.9197860963,57917,0.6178128523,0.3664036077,0.0107102593,2.968910453,79.8,38,262.4
"428","MT","fairfield wind",30099000100,"West",2014,"Operating",1,"operational",45.4,NA,0,0,0,1,-111.965278,47.723333,0.6516853933,39076,0.9560197911,0.01209455745,0.001099505223,2.014957915,10,6,262.4
"429","MN","fenton wind farm",27101900200,"Midwest",2007,"Operating",0,"operational",46.1,NA,NA,NA,NA,0,-96.018333,43.852778,0.8524590164,44375,0.9199014171,0.04898336414,0.004004929144,15.07167904,205.5,137,262.4
"430","AK","fire island wind",2020002301,"West",2012,"Operating",1,"operational",37.5,60,0,1,1,1,-150.243611,61.13,0.4949238579,100625,0.7038656885,0.04952031603,0.01989277652,361.2737959,18,11,262.4
"431","KS","flat ridge 2 wind energy llc",20077961700,"Midwest",2012,"Operating",0,"operational",46.9,NA,0,1,0,0,-98.261077,37.366509,0.8091603053,41897,0.9472259811,0.03044654939,0.003382949932,2.689930052,470.4,294,262.4
"432","KS","flat ridge wind energy llc",20007968100,"Midwest",2009,"Operating",0,"operational",43.3,NA,0,0,0,0,-98.4583,37.3764,0.87,36313,0.9512428298,0.02039515615,0.005736137667,6.623090161,50,20,262.4
"433","KS","flat ridge wind farm",20007968100,"Midwest",2009,"Operating",0,"operational",43.3,NA,0,0,0,0,-98.460278,37.369167,0.9078014184,36313,0.9512428298,0.02039515615,0.005736137667,6.623090161,50,20,262.4
"434","NE","flat water wind farm llc",31147968500,"Midwest",2010,"Operating",0,"operational",49.2,NA,NA,NA,NA,0,-95.9289,40.0011,0.7932692308,45391,0.9701195219,0.01394422311,0.0004980079681,8.198920436,60,40,262.4
"435","TX","forest creek wind farm llc",48431950100,"South",2006,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-101.22,32.039,0.8630136986,41548,0.6412948381,0.3193350831,0.0113735783,1.23774798,124.2,54,262.4
"436","PA","forward windpower llc",42111020400,"Northeast",2008,"Operating",0,"operational",45.3,NA,NA,NA,NA,0,-78.8633,40.0853,0.8112676056,34659,0.9889687019,0.003078501796,0.0005130836326,56.27651866,29.4,14,262.4
"437","ID","fossil gulch",16083001500,"West",2005,"Operating",0,"operational",39.2,NA,0,0,0,0,-114.949444,42.858056,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,10.5,7,262.4
"438","CA","foundation cemex river plant",6071009905,"West",2012,"Operating",0,"operational",27.6,NA,NA,NA,NA,0,-117.307222,34.561944,0.2966101695,49201,0.2348514851,0.5361056106,0.1548514851,1969.628779,3.2,2,262.4
"439","CA","foundation nwna",6065043813,"West",2012,"Operating",0,"operational",34.4,NA,NA,NA,NA,0,-116.749167,33.914167,0.4279847679,36795,0.4096774194,0.3608294931,0.0366359447,34.92666194,3.2,2,262.4
"440","IN","fowler ridge wind farm llc",18007100200,"Midwest",2009,"Operating",0,"operational",42.1,NA,0,0,0,0,-87.3336,40.583889,0.6484375,48458,0.9495987159,0.03402889246,0.004173354735,28.99824918,600.3,355,262.4
"441","IA","fpl energy crystal lake wind ii llc",19189680200,"Midwest",2009,"Operating",0,"operational",46.5,NA,NA,NA,NA,0,-93.800002,43.273731,0.6898148148,43971,0.9390955507,0.04996353027,0.0003646973012,11.93914467,200,80,262.4
"442","IL","fpl energy illinois wind llc",17037001800,"Midwest",2009,"Operating",0,"operational",40,20,0,7,1,1,-88.8867,41.7678,0.6514459665,56523,0.9297851074,0.04097951024,0.007246376812,27.43622707,217.5,145,262.4
"443","CA","fpl energy montezuma winds llc",6095253500,"West",2010,"Operating",0,"operational",54.6,NA,NA,NA,NA,0,-121.79661,38.163581,0.5256410256,54341,0.7002255728,0.1723851359,0.04760774071,37.80869776,36.8,16,262.4
"444","ND","fpl energy oliver wind i llc",38065961200,"Midwest",2006,"Operating",0,"operational",47.6,NA,NA,NA,NA,0,-101.197716,47.152847,0.8484848485,62308,0.9653304442,0.01029252438,0.001625135428,2.55497954,50.6,22,262.4
"445","VT","georgia mountain community wind farm",50007002102,"Northeast",2012,"Operating",1,"operational",38.5,94,1,13,9,1,-73.07,44.661667,0.4101679319,63750,0.9626776464,0.006242528888,0.007836366051,284.4768555,10,4,262.4
"446","MN","gl wind",27169670900,"Midwest",2011,"Operating",1,"operational",36.9,NA,NA,NA,NA,0,-91.877777,43.991667,0.6738351254,58098,0.9607995846,0.01973001038,0.005451713396,27.94987951,5,2,262.4
"447","CA","golden hills wind",6001451101,"West",2015,"Operating",0,"operational",38,NA,0,0,0,0,-121.640353,37.713311,0.645,122470,0.6360683519,0.1549216212,0.02669114532,33.17138203,85.9,48,262.4
"448","TX","golden spread panhandle wnd rch",48359950100,"South",2011,"Operating",1,"operational",34.4,NA,0,0,0,0,-102.21,35.243611,0.8461538462,51111,0.8279727096,0.1184210526,0.02923976608,1.367513783,78.2,34,262.4
"449","ID","golden valley wind park llc",16031950600,"West",2011,"Operating",0,"operational",31.7,NA,NA,NA,NA,0,-113.925536,42.436804,0.7758007117,47852,0.7337953526,0.2511210762,0,2.953190088,12,8,262.4
"450","CO","golden west power partners llc",8041004602,"West",2015,"Operating",0,"operational",38.6,NA,0,0,1,0,-104.212,38.935,0.7941176471,48125,0.8496152949,0.08976451387,0.01142457449,6.229820048,250,140,262.4
"451","ID","goshen phase ii",16019970100,"West",2010,"Operating",1,"operational",40.6,NA,0,1,1,1,-111.836381,43.467057,0.6973684211,71058,0.9541463415,0.02887804878,0.001365853659,3.591296297,124.5,83,262.4
"452","TX","grandview wind farm, llc",48065950100,"South",2014,"Operating",0,"operational",44.6,NA,NA,NA,NA,0,-101.310833,35.238333,0.8636363636,51792,0.9082530373,0.0599078341,0.003770423125,6.272688482,211.2,118,262.4
"453","MN","grant county wind llc",27051070200,"Midwest",2010,"Operating",1,"operational",46.3,NA,0,1,0,1,-95.8844,45.8033,0.5616438356,39297,0.967190704,0.02289815448,0.002050580998,8.383118389,21,10,262.4
"454","OK","grant plains wind, llc",40053956500,"South",2016,"Operating",0,"operational",46.4,NA,0,0,0,0,-97.7053,36.9708,0.8341346154,41570,0.9190694626,0.03604193971,0.003276539974,4.160124302,147.2,64,262.4
"455","OK","grant wind, llc",40053956500,"South",2016,"Operating",0,"operational",46.4,NA,0,0,0,0,-97.696331,36.927071,0.8341346154,41570,0.9190694626,0.03604193971,0.003276539974,4.160124302,151.8,66,262.4
"456","TX","gunsight mountain wind energy llc",48227950500,"South",2016,"Operating",0,"operational",33.3,NA,NA,NA,NA,0,-101.473611,32.240278,0.5111111111,33288,0.3932898416,0.5529667599,0.03013358186,2145.280486,120,67,262.4
"457","TX","hackberry wind farm",48417950300,"South",2008,"Operating",0,"operational",42.9,NA,NA,NA,NA,0,-99.4228,32.7683,0.9452736318,46629,0.8765541741,0.1006512729,0.00414446418,3.69468602,165.6,72,262.4
"458","ID","hammett hill windfarm",16039960100,"West",2012,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.463289,43.006133,0.7219730942,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,23,10,262.4
"459","TX","harbor wind llc",48355006300,"South",2012,"Operating",1,"operational",34.4,NA,NA,NA,NA,0,-97.440278,27.832222,0.6549763033,30441,0.4229024943,0.5393046107,0.01322751323,163.0498023,9,6,262.4
"460","IA","hardin hilltop wind llc",19073080200,"Midwest",2007,"Operating",1,"operational",45.5,NA,0,0,0,0,-94.365,42.0822,0.6822995461,49514,0.9634951456,0.02330097087,0.001165048544,22.17258251,14.7,7,262.4
"461","MI","harvest",26063950600,"Midwest",2008,"Operating",0,"operational",41.6,NA,1,8,25,0,-83.2064,43.83,0.6688102894,43547,0.9593738353,0.02348117779,0.003727171077,25.11830417,52.8,32,262.4
"462","CA","hatchet ridge wind project",6089012701,"West",2010,"Operating",0,"operational",44.9,80,2,2,1,1,-121.8036,40.8981,0.6850202429,43203,0.8071493625,0.09858834244,0.004098360656,11.32451386,101.2,44,262.4
"463","NM","high lonesome mesa  llc",35057963700,"West",2009,"Operating",0,"operational",49.7,NA,NA,NA,NA,0,-105.9625,34.466667,0.5131578947,26597,0.4764603313,0.4882301656,0.006538796861,1.078489931,100,40,262.4
"464","IA","highland wind project (ia)",19141490200,"Midwest",2015,"Operating",0,"operational",42.9,NA,1,0,1,0,-95.656111,43.080278,0.7284916201,45345,0.9676910954,0.01864985553,0.003152088258,18.16485599,502,218,262.4
"465","PA","highland wind project (pa)",42021013300,"Northeast",2009,"Operating",0,"operational",45.8,NA,1,0,1,0,-78.6908,40.3042,0.6919315403,44890,0.9849296718,0.004521098459,0.00150703282,129.5915039,62.5,25,262.4
"466","ID","horse butte wind i, llc",16019970100,"West",2012,"Operating",0,"operational",40.6,NA,0,0,0,0,-111.726389,43.386389,0.7443946188,71058,0.9541463415,0.02887804878,0.001365853659,3.591296297,57.6,32,262.4
"467","NY","howard wind farm",36101961000,"Northeast",2011,"Operating",0,"operational",41.5,NA,0,1,1,0,-77.538333,42.315278,0.7920634921,45777,0.9630125972,0.01876172608,0.003752345216,38.54557767,51.25,25,262.4
"468","CO","huerfano river wind",8055960900,"West",2013,"Operating",1,"operational",55.7,NA,NA,NA,NA,0,-104.832222,37.772222,0.5815217391,44607,0.7995927865,0.1695753345,0.003490401396,2.219415815,8,4,262.4
"469","IA","ida grove wind",19093090200,"Midwest",2016,"Operating",0,"operational",44.5,NA,0,0,0,0,-95.42038,42.355721,0.7995169082,41761,0.9791763073,0.01110596946,0.00370198982,8.356494738,276,120,262.4
"470","MA","ipswich wind independence",25009223100,"Northeast",2012,"Operating",1,"operational",50.1,NA,0,0,0,0,-70.846389,42.717222,0.3331890956,72074,0.9523195876,0.01469072165,0.006443298969,224.1820756,2,1,262.4
"471","MN","jeffers wind 20 llc",27033270200,"Midwest",2008,"Operating",0,"operational",49,NA,NA,NA,NA,0,-95.2525,44.057778,0.8712871287,39471,0.9563772331,0.02492729539,0.0008309098463,11.4505721,50,20,262.4
"472","IA","junction hilltop wind farm",19073080100,"Midwest",2012,"Operating",1,"operational",40.3,NA,NA,NA,NA,0,-94.269167,42.098889,0.5839017735,38125,0.9558037882,0.02088392424,0.00582807188,14.54268899,8,5,262.4
"473","WA","juniper canyon i wind project",53039950100,"West",2011,"Operating",0,"operational",47.3,NA,0,0,1,0,-120.2355,45.9215,0.7513812155,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,151.2,63,262.4
"474","MN","k&d energy llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.4172,43.6181,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,4,2,262.4
"475","HI","kahuku wind power llc",15003010100,"West",2011,"Operating",0,"operational",35.9,NA,0,0,0,0,-157.975,21.68097,0.5076530612,64623,0.3903057988,0.07867021952,0.004694835681,260.9011237,30,12,262.4
"476","OK","kay wind, llc",40071001200,"South",2015,"Operating",0,"operational",44,NA,0,0,0,0,-97.133611,36.984167,0.8008948546,39946,0.8118974359,0.02851282051,0.007384615385,14.6902239,299,130,262.4
"477","MN","kc energy llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.4169,43.6292,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,4,2,262.4
"478","OK","keenan ii renewable energy co llc",40153953200,"South",2010,"Operating",0,"operational",38.5,NA,0,0,0,0,-99.490833,36.276111,0.8898128898,65288,0.8147283531,0.07618845501,0.05496604414,7.164493812,151.8,66,262.4
"479","OK","kingfisher wind llc",40073958400,"South",2016,"Operating",0,"operational",38.5,NA,0,32,3,1,-97.799722,35.770278,0.908045977,56477,0.8866171004,0.04609665428,0.004460966543,14.59537946,298,149,262.4
"480","MA","kingston wind independence",25023509101,"Northeast",2012,"Operating",1,"operational",41.5,4,0,14,13,1,-70.715833,41.978889,0.4877089479,80668,0.9496185404,0.01223549734,0.01093997409,587.8368293,2,1,262.4
"481","IA","kirkwood wind turbine",19113003002,"Midwest",2012,"Operating",1,"operational",21.8,NA,NA,NA,NA,0,-91.650897,41.916558,0.3937198068,32270,0.8929984987,0.02524907875,0.03753241436,410.595163,2.5,1,262.4
"482","OR","klondike windpower iii",41055950100,"West",2007,"Operating",0,"operational",48.2,NA,NA,NA,NA,0,-120.5042,45.5836,0.6885714286,41354,0.9155807365,0.05552407932,0.001133144476,2.142785633,297.5,124,262.4
"483","MN","kss turbines llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.4314,43.6247,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,4,2,262.4
"484","MN","lakefield wind project llc",27063480300,"Midwest",2011,"Operating",0,"operational",44.1,NA,0,0,0,0,-95.156666,43.675,0.6556291391,42454,0.9672479796,0.0204168439,0.005529561889,22.0801329,205.5,137,262.4
"485","MN","lakeswind power partners",27027030202,"Midwest",2014,"Operating",0,"operational",39.5,NA,NA,NA,NA,0,-96.211944,46.718056,0.6223564955,58247,0.9785777385,0.009496466431,0.001325088339,18.08263105,48,32,262.4
"486","CO","lamar plant",8099000700,"West",2004,"Operating",1,"operational",38.1,NA,NA,NA,NA,0,-102.537915,38.033327,0.7398496241,39271,0.6405405405,0.3463963964,0.004504504505,2.250136407,6,4,262.4
"487","NE","laredo ridge wind llc",31011960100,"Midwest",2011,"Operating",0,"operational",44.4,NA,0,0,0,0,-98.023889,41.880278,0.8095238095,41656,0.9795918367,0.009652509653,0.005239933811,5.373271555,79.9,54,262.4
"488","IA","laurel wind farm",19127950300,"Midwest",2011,"Operating",0,"operational",41.4,NA,NA,NA,NA,0,-92.933333,41.883333,0.5820895522,49931,0.9628231194,0.01336044148,0.01219866396,20.8634713,119.6,52,262.4
"489","CO","limon iii wind llc",8073961800,"West",2014,"Operating",0,"operational",46.6,NA,NA,NA,NA,0,-103.474167,39.353333,0.8304093567,37049,0.9049429658,0.06321292776,0.005703422053,0.9499736702,200.6,118,262.4
"490","CO","limon wind i",8073961700,"West",2012,"Operating",0,"operational",37.6,NA,NA,NA,NA,0,-103.573236,39.380975,0.8304093567,44496,0.7258400238,0.1635444544,0.0796907523,9.268850601,200,125,262.4
"491","CO","limon wind ii",8073961700,"West",2012,"Operating",0,"operational",37.6,NA,NA,NA,NA,0,-103.581111,39.341389,0.8304093567,44496,0.7258400238,0.1635444544,0.0796907523,9.268850601,200,125,262.4
"492","TX","logans gap wind llc",48093950200,"South",2015,"Operating",0,"operational",48.1,NA,NA,NA,NA,0,-98.690556,31.8225,0.8212719298,41448,0.8187186301,0.162976085,0.001771479185,8.208585805,200.1,87,262.4
"493","TX","longhorn wind",48153950500,"South",2015,"Operating",0,"operational",39.1,NA,0,0,0,0,-101.251111,34.311111,0.9571428571,44278,0.4637681159,0.5057208238,0.02173913043,4.846540636,200,100,262.4
"494","PA","lookout windpower llc",42111021300,"Northeast",2008,"Operating",0,"operational",45.4,NA,NA,NA,NA,0,-78.9183,39.8794,0.8104265403,40571,0.9904734411,0.003752886836,0.0008660508083,19.43537252,37.8,18,262.4
"495","MO","lost creek wind energy facility",29063080200,"Midwest",2010,"Operating",0,"operational",43.3,2,1,0,0,1,-94.518056,39.981389,0.7709923664,45425,0.9762024048,0.01102204409,0.002004008016,18.81228961,150,100,262.4
"496","WA","lower snake river wind energy project",53023970300,"West",2012,"Operating",0,"operational",49,NA,0,0,0,0,-117.821666,46.524167,0.6567164179,42269,0.9276257723,0.04015887026,0,3.188466981,342.7,149,262.4
"497","IA","lundgren  wind project",19187010300,"Midwest",2014,"Operating",0,"operational",44.6,NA,0,0,0,0,-94.170833,42.334722,0.7658643326,44083,0.974725944,0.009439707674,0.006699147381,15.79719065,251,107,262.4
